"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"9842_2",0.01617971836703,0.0480993943398102,0.0205821744157597,0.0474476991423114,0.0929794130221187,0.0419761584464236,0.0115947649381664,0.168830032052673,0.0523823506185404,0.052521491203257,0.00251242132627134,0.0243331350738139,0.00344680268610189,0.0424634526788219,0.0524257202908619,0.00492684025750991,0.038089298375978,0.0158546343473309,0.00533947374113566,0.0140176654828916,0.0369676285599871,0.0281033276893696,0.00140558695488494,0.0485403902971922,0.0477346250198508,0.00219302352731709,0.0142359938620254,0.0167314005171455,0.00350267130334426,0.044582711462076
"9842_1",0.0168980789414068,0.0506000592913126,0.0208558802190083,0.0753295498869165,0.0489136187834342,0.038498545928276,0.00822514766269443,0.0309755358647948,0.15742944050643,0.0525573393508168,0.00141111802096885,0.00888258141135517,0.00312034617820569,0.0352990368961752,0.0920641128194785,0.00635617147714672,0.043741934961238,0.0185388780602374,0.00520536215384384,0.0186532729831194,0.0366282257157676,0.0190611606767391,0.00154666176407648,0.0556553710490298,0.0620595457743111,0.00282168298304696,0.0190124265894059,0.0189459061208543,0.00213091681897858,0.0485820911109305
"9842_0",0.677481321700141,0.018236841723416,0.00867955401036217,0.019265749424373,0.0167366918940566,0.0165939418566613,0.00427559129313711,0.0162415626167791,0.0273544843645101,0.0180881843489416,0.00112657106582001,0.00467170082343494,0.0013726733869475,0.0129688731851857,0.0204037100152133,0.00234516276028475,0.0168578335355814,0.00673778224616713,0.00269187664013083,0.0065276323511098,0.0152901707922793,0.0115108624444986,0.000860166403182338,0.0183160990841752,0.0188081376239137,0.0010022218025431,0.0085257262040365,0.00851738089698578,0.00098914020887569,0.0175223552972563
"9842_top",0.00522436820948758,0.0139310706293675,0.00657656096658575,0.014458411677862,0.0134837917522693,0.011879185898399,0.003611107120766,0.0495134719127608,0.0116629951265348,0.0124946888584119,0.308093308613447,0.427229931189422,0.0010041778336523,0.0110922765234736,0.0135841345602389,0.000654735650039979,0.0116068360389112,0.0046760153040098,0.00178239047770766,0.00271358443329112,0.0119286866863107,0.0122976826817702,0.000234551054499988,0.0131898405137898,0.0135662434101038,0.000281186343549092,0.00307577992152913,0.00555649055843143,0.00188876946804849,0.0127077265853293
"9841_0",0.0193949347282476,0.0505773479540825,0.0587863308235902,0.072289208444774,0.0480353682873464,0.061745099701261,0.0416542029595665,0.0390687768923021,0.0515709062624748,0.0774594168801396,0.00157594643560146,0.0146936016927881,0.00464471690027951,0.0339843901828333,0.0537500155236693,0.0057782247916977,0.0418824848228841,0.0236721054054386,0.00562049412243738,0.0175263213104628,0.0383556938921683,0.0252626381200888,0.00180666405639608,0.0534574066081557,0.051643835823181,0.00336176495081586,0.0276634934006834,0.0240705772550263,0.0027066385805064,0.0479613931911013
"9841_top",0.0164072711144272,0.0504533949823896,0.0878913791808357,0.0490423677057473,0.0447020609536227,0.0630995543157336,0.00934446166144567,0.0348166022149878,0.0663519394217869,0.0468466184445104,0.00171088789223803,0.0146834683870688,0.00441162313410019,0.0716796528659128,0.0499034815592125,0.00608787287153282,0.0423268601349289,0.0168010868941821,0.00821213585903964,0.0177057961002618,0.0397149821232248,0.0296282289027007,0.00208269447439604,0.0490749751300164,0.0496053856932997,0.00295932658701695,0.0490821219260925,0.0268789954376917,0.00272797045433889,0.045766803577258
"9830_21",0.00202017510828426,0.00549546352291642,0.00264869933932261,0.00562273790246626,0.00484695739456817,0.00529331573226068,0.00115144029067478,0.908059258979789,0.00497521061696192,0.00527720389638284,0.000772450904623107,0.00457698339805857,0.000307628938904927,0.00443603879995529,0.00536331483677671,0.000262221132620282,0.00464143564279527,0.0016894022604389,0.000742749474001099,0.00157276482159904,0.00542560226636726,0.00400994466846668,0.000135841317982754,0.00544973597564746,0.00573955187275888,0.000141063926677065,0.00127075964059284,0.0021026044488574,0.000627206988066224,0.00534223590118369
"9830_20",0.0023467441348855,0.00481442668760427,0.00239761299522966,0.00504873783852897,0.00427167414124392,0.00540054513498922,0.000965912727345743,0.00499170053857331,0.00519462251606036,0.00491245316888997,0.885315076439557,0.00179186260404898,0.000210007601116315,0.00402019139654612,0.0049093330092985,0.000360799127000174,0.00457640457924953,0.00194884488905375,0.00106242693513771,0.00145969473480552,0.00456045502508714,0.00447160442443856,0.0260178881055306,0.00474820092906372,0.00514061100672206,0.000113890360456095,0.00176189240771208,0.00225631049625149,0.000273714471881538,0.00465636157369213
"9839_3",0.00193446974692023,0.0051815182910798,0.00228744343179172,0.00577871023350589,0.00507082142714098,0.00558164972496627,0.00094505662713161,0.00467351666695905,0.00562315178020636,0.00519929005949002,0.000280508751997982,0.00120414150958629,0.000309514747015607,0.00376374489813775,0.00529173360963637,0.000481237454956884,0.00477201938340703,0.00190061727538724,0.907978311595919,0.00229375542224918,0.00440467364728084,0.00448674714586859,0.000258985125802168,0.00514940184244856,0.00544273243115798,0.000248295514684845,0.00233270730702481,0.0019375287634387,0.000249102684656715,0.00493861290015198
"9839_2",0.00228971472566133,0.00609420423958364,0.00273517773654579,0.00620626494598265,0.00608072834021292,0.00577696673432163,0.0011871464757299,0.0123913125744838,0.00608831196486657,0.00598068597992132,0.000390507827117787,0.00165414145614185,0.000364765284652127,0.00449722100700228,0.00610037589935229,0.000617643362911596,0.00547476041727927,0.00235907667292101,0.86998815831335,0.0193543201945905,0.00512198265043297,0.00449890005071252,0.000274234272091516,0.00607639532092573,0.00630605291410539,0.000311569589777196,0.00320682275162887,0.00238672290325205,0.000317061358414504,0.00586877403603129
"9834_13",0.0225733296918952,0.0518595333599568,0.0271511344525137,0.058259429145189,0.0517558530926585,0.0457413262337993,0.0118334490224588,0.0450526345843448,0.0698688767025172,0.0674360217841261,0.00232098910240723,0.017549932570507,0.00532675193565097,0.0382224291672358,0.055136234652958,0.00778017440501742,0.0674095609500474,0.0206885738579438,0.00858499069864288,0.026595108068707,0.0442636560201838,0.0367143514651827,0.00232987273837525,0.0534759576977201,0.0541353557724191,0.00360700831611887,0.0251029538077319,0.0262883327174278,0.00348923226216747,0.0494469457240962
"9834_12",0.00563333982964515,0.0159790532085063,0.0081474793676234,0.0173879011250623,0.0168489181967771,0.0134631629400593,0.00337156569176152,0.0271805715750292,0.0170835306970313,0.0171130366586753,0.000769922281102175,0.00806634533564438,0.00205178630855771,0.0138645006921658,0.0160357542983352,0.00186525375276773,0.0137643326476888,0.00512849909781729,0.00179027931216771,0.00463927230103128,0.0143395384513402,0.00828281811013275,0.000428428991537758,0.0164399122144983,0.0161964354627865,0.000676936738533215,0.00605581118933661,0.00588892997693359,0.706520230462165,0.0149864530852875
"9834_11",0.00904081283095589,0.0268854227023884,0.0131113377006256,0.0306077056320828,0.0249914187334061,0.0223400774416525,0.00505396731080113,0.0179166617170112,0.0268133107966033,0.030283767635482,0.000495082181898297,0.00788273129394987,0.00418891847997872,0.018055272511031,0.028341801138326,0.458865375010352,0.0435829321758553,0.00944336504913463,0.002844543994103,0.0115718944123058,0.0228980699164321,0.0113264810995601,0.000969928963167608,0.0275769098881187,0.0283849169032594,0.0019795775719717,0.0125650029704263,0.0101382835161986,0.0662482162695321,0.0255962141533904
"9834_10",0.00100376086435764,0.00279890100469636,0.00146959037700301,0.00285050299571561,0.00287474280871188,0.00249831839767829,0.000597049068861073,0.00320552232513029,0.00272657390126146,0.00278239941880413,0.000156417938426606,0.00189079341786008,0.000492287419941525,0.00206687145384612,0.00285477236210529,0.000356792653437188,0.00251674380825247,0.000955326236627339,0.00035896278529574,0.000841107094014289,0.00249106246658082,0.00150819612744813,7.90646219250087e-05,0.00277307915635232,0.00290294125679283,0.000126632470909079,0.00100988346555499,0.00117893354133115,0.949985714979099,0.0026470555819801
"9834_9",0.000959291563003817,0.00276744245020297,0.00129770730299604,0.0031009662559682,0.00268172272384516,0.00225686721290137,0.000564225952072025,0.0014293756496467,0.00301855429514027,0.00312056233777501,3.04055212796759e-05,0.000473559388349317,0.000437561207744393,0.00189508634997188,0.00302056316250008,0.952044047371359,0.00269850496465016,0.00104908928607004,0.00027919296781433,0.00172544251564311,0.00225593246475525,0.00106052021499337,0.000134337729592959,0.00284885606099286,0.00285193888230622,0.000311839134348354,0.00168830394710274,0.00118239840830843,0.000158786204912343,0.00265691847375435
"9836_2",0.0184605823421597,0.0500627782715676,0.0201635329719689,0.0543368947005003,0.0448466307288654,0.0715253755339157,0.0101611226718956,0.0334218283657161,0.0628065135156489,0.0519142759281224,0.00207845928635051,0.0130556312710955,0.00370892587106381,0.0329823954600584,0.0590438131677511,0.00781520689365124,0.0425894796386632,0.107630592350461,0.0067182190405947,0.0197722472129647,0.0487787617907437,0.0274283253569342,0.00199482896241949,0.050558116286863,0.0611792516026329,0.00351819706154763,0.0198679423635635,0.0236551773487921,0.00260805762004096,0.0473168363834473
"9840_2",0.0154080346723923,0.0489420674431966,0.0185478909510166,0.057041111420804,0.0449072450233704,0.0380910394922519,0.00870604359698974,0.0312360617601658,0.11908582976834,0.0478985031598169,0.00129214536332447,0.00839728440419248,0.00322055741413367,0.112715759395839,0.062664320403287,0.00765414179995546,0.0588273103686701,0.0164707034825162,0.0057150363154371,0.0258022227471558,0.0392891156264548,0.0188462226965387,0.00172217148429978,0.0520784232138117,0.0482008926402513,0.00294355854481315,0.0396836484295947,0.0168013690578208,0.00207366466250603,0.0457376246610528
"9839_1",0.00559063258908676,0.0126234739254787,0.00597144975855455,0.0135183292927838,0.0110535985000443,0.0123970329322428,0.00290520789439449,0.0148724095128037,0.0128552661312505,0.0122865568774288,0.00206262835428352,0.00733974356156494,0.000814438048252086,0.0101102051907873,0.0126367232478817,0.00119487626984591,0.0114508730722801,0.0047398095454659,0.00488397716971668,0.00363490035909408,0.0120392362033464,0.773503851140419,0.000700372634985578,0.0125333575214731,0.0131061738312578,0.000516642492185652,0.00634809783382314,0.00541722943261061,0.000800607612548993,0.0120922990641091
"9834_8",0.00134541411149384,0.00358604512608527,0.00192017530378531,0.00392543143756374,0.00342557004583157,0.00325758086052801,0.000794111022680496,0.00479796864316313,0.00351532415205579,0.00372315994614008,0.000220538420636145,0.00262509294113261,0.000655381063578286,0.00272725039029573,0.0037105625958023,0.000465255848110408,0.00328989232263777,0.00121995829649289,0.000484666522955144,0.0011304378483059,0.00321928937175029,0.00212456235722547,0.00010580330485789,0.00358607615947613,0.00363615500563225,0.000160721729885034,0.00127265378188078,0.00145381990696407,0.934228578433112,0.00339252304994146
"9840_1",0.0171329782865468,0.0532030164134045,0.0206803561643529,0.0798244818855567,0.0533105049990511,0.0548877299249593,0.00881320876802332,0.0391126660652583,0.10822481009203,0.0545348059503557,0.00142699266986269,0.00958917997177625,0.00352567180518793,0.0323935862646602,0.085360526116279,0.00668825109645688,0.0574576476011941,0.0193267449864757,0.00616885746088717,0.0168142710523853,0.0384509390958932,0.0205818392407397,0.00182135228955129,0.0562137628832318,0.0572593234287752,0.00305985054443434,0.0217943425056438,0.0201402165165942,0.00241290116819802,0.0497891847522343
"9840_0",0.00141850850583717,0.00393954136751757,0.00221409694419623,0.00423778596861935,0.00378871970398146,0.00368309508839499,0.00101256850051883,0.00310369474505222,0.00396326714868225,0.00404057752638414,5.02512413651658e-05,0.00227895333381669,0.929789242555359,0.00295886080032847,0.00402917519836529,0.000863163282513827,0.00383786077778373,0.00137848835100272,0.000502225618003126,0.00160294758137895,0.00338374476480931,0.00178484960726324,0.000252734190090867,0.00389353036956093,0.0039439447438059,0.000350091720620729,0.00180531324036508,0.00170442708295714,0.000496000831918385,0.00369233920950717
"9839_0",0.00217399552802137,0.00584248552335755,0.00262236393644892,0.00657376406261982,0.00506664185288028,0.00535847675491397,0.000973663438391943,0.00528917666821407,0.00535371582492242,0.00544749253975692,0.000237040494645419,0.00151018327034242,0.000309068226824156,0.00461775477153707,0.00560457459145314,0.000447773959255113,0.00468653564952673,0.00203876008031232,0.332432289919876,0.00167445476676269,0.00543774261245741,0.0712055266588196,0.502473959526689,0.00570598810095191,0.00612580770390848,0.000211941202859436,0.00274105338472562,0.00200597437501579,0.000180622751520987,0.00565117182299023
"9840_top",0.019660404596923,0.0485613538416079,0.0256206498118274,0.0525056838746958,0.0486543896565168,0.0542817469140699,0.0111353860110513,0.0418516164621758,0.066869837203752,0.0596863296859969,0.00171246228165176,0.0131821952474899,0.00454506553719042,0.0339134031769532,0.0577224736005248,0.00779109028199764,0.138954409996456,0.0177921145598732,0.00736910564215976,0.0198623602402132,0.0399916025925709,0.0277810099292578,0.00200241689418216,0.04955529055098,0.0500514160910011,0.00333390893204272,0.0240582352837651,0.0217826540362067,0.00288848071094073,0.046882906355926
"9834_7",0.00301933057552782,0.00842267036708408,0.00454070499696576,0.00866980388697138,0.00764555803159203,0.0096548647884322,0.00169904096075188,0.00994065852597684,0.00868768906543831,0.0083568417544916,0.00053253307540403,0.00479344892590477,0.00122913317457952,0.00639546814554645,0.00846314221805868,0.000943012189537189,0.00759767960629149,0.00282059996530341,0.0012772799832438,0.00223761631301091,0.00743313732494379,0.0107203687307258,0.000247402169252442,0.00826597217667905,0.00859985350381793,0.000329915357118828,0.00284796018241324,0.00377599869660971,0.842944031857459,0.00790828345086814
"9834_6",0.000663669502490677,0.00185718747024721,0.000979954859849411,0.00187936787837865,0.00175464490412819,0.00166526102112513,0.000397969508204795,0.00214721753704951,0.00177957545880187,0.0018578358501923,0.000106856345280561,0.00126726559665007,0.000332420452390562,0.0013734480209244,0.00185962723231335,0.000238215572544298,0.00162832399867472,0.000623467186732033,0.000241761645131493,0.00054323475679118,0.00164384042772639,0.000983965499850853,5.0958495629095e-05,0.00185195951166422,0.00187684374703236,8.04868450650893e-05,0.000625116855546599,0.000737088832518799,0.967194129431263,0.00175830555580299
"9830_19",0.00170110737882099,0.00353505664521505,0.00170170017209051,0.00369302384781983,0.00322593928551205,0.00374671284521787,0.000876914218679317,0.00480067871119643,0.00355160752989131,0.00342138485416488,0.92137425248164,0.00180077071305644,0.000134702771161501,0.00292303901193101,0.00364065300931089,0.000235969691742564,0.00313038879974174,0.00146043733505561,0.0107572689312627,0.00147471761071831,0.00320682970595031,0.00563114429085351,8.25288581157542e-05,0.00351071141901362,0.00366353588367546,7.50178353916649e-05,0.00140370352377778,0.00156942000725273,0.00028356709269462,0.00338721553904601
"9830_18",0.00122419754562392,0.0028568683466893,0.00126471657866306,0.00355345762783651,0.00254048100255258,0.00291650478549567,0.000600877176513584,0.00309651869141503,0.00275040688328059,0.00273416779970189,0.948094505105247,0.00115206620379306,0.000106540590770797,0.00214105891047825,0.0029560377477711,0.000200807469505425,0.0029588354966489,0.00109449779235994,0.000501337578386058,0.000886830298584616,0.00277507492388993,0.00253114737692953,5.28500081851877e-05,0.00279555730037285,0.00296041217748276,6.27706460678714e-05,0.000963321770314853,0.00131213206953938,0.000199601135988557,0.00271641895991139
"9839_top",0.00579145654375945,0.0153065641250247,0.00672053430424039,0.0168435524975668,0.014464777809158,0.0139250421410661,0.00310756778966544,0.00903653543934389,0.0162572590089481,0.015721211200341,0.000548251193669061,0.00224247431436491,0.00105198568252186,0.0112001870703756,0.0157287776932417,0.00288588186894462,0.0147056368801433,0.00637367286571948,0.498316876171718,0.174196015643114,0.0126795345415429,0.0096764327795519,0.000782480362646283,0.0155837971403144,0.015652325847972,0.00128870791836205,0.0783083916175626,0.00619718663586249,0.000546821897922986,0.0148600610153354
"9836_1",0.00813904994607182,0.0204849831472078,0.00940299144295075,0.0223509556140821,0.0190269994199156,0.0191119221828289,0.00392199777134847,0.0162074466869854,0.0204185353420257,0.0206006949566086,0.000643603048681346,0.00400682745361551,0.00168046266707616,0.021362326939623,0.0205909134476499,0.0031654951856631,0.018785401492075,0.0087648114808345,0.442955694173582,0.147087240412154,0.0183563193557126,0.0141048700930079,0.0530075331266199,0.0205100459722863,0.020975415859039,0.00162675683477089,0.0136379336793389,0.00852943456965853,0.000801697170126627,0.0197416405284593
"9836_0",0.00127625054470269,0.00388347270548044,0.00227128407977599,0.00396754218102504,0.00348196203365624,0.00355100362781104,0.00119795757351861,0.00529152303212167,0.00329652725477735,0.00373380569092045,0.000135352168452759,0.705308947147694,0.227940314844594,0.00289961946543968,0.00381006499973126,0.000391900185197092,0.00343296587967227,0.00121258346405439,0.000388043876415519,0.000851496201957692,0.00352845998685728,0.00269974342829916,0.000159512116327208,0.00382953954376087,0.00393217698741303,0.000213453278536221,0.00104684531339931,0.00160378466154259,0.000938864418441767,0.00372500330842435
